,text,name
Q7437393,"Scott Tixier (born 26 February 1986) is an award-winning French jazz violinist and a recording artist.

Life and career
Tixier was born in Montreuil, France, and studied classical violin at the conser",Scott Tixier
Q7441501,"Sean Ka Keung Tse (, Traditional Chinese: 謝家強, born 3 May 1992) is a professional footballer who plays for Hong Kong Premier League club South China AA.

Club career

Manchester City
Tse was born in S",Sean Tse
Q7442678,"Sebastián Rossi (born February 12, 1992 in Buenos Aires) is an Argentine slalom canoer. At the 2012 Summer Olympics he competed in the Men's slalom C-1Athlete profile at london2012.com but did not adv",Sebastián Rossi
Q7442679,"Sebastián Rusculleda (born 28 April 1985 in Laboulaye, Córdoba) is an Argentine footballer who currently plays for Club Atlético Tigre.

Rusculleda started his football career in the Boca Juniors yout",Sebastián Rusculleda
Q744515," Ville Lång (born February 14, 1985 in Lahti) is a male badminton player from Finland. He won Finland's championship in 2005-2012. In 2003 he won bronze at the European Junior Badminton Championships.",Ville Lång
Q7446942," is a Japanese child actor.

He debuted when he was 13 months old. He became recognized after his breakthrough role as Higuchi Yoroku (childhood name of Naoe Kanetsugu, as well as Kanetsugu's first so",Seishiro Kato
Q745056,"Kristian Arran ""Kris"" Commons (born 30 August 1983) is a footballer who plays as an attacking midfielder for Scottish Premiership club Celtic.

Commons started his career at Stoke and made his debut i",Kris Commons
Q7451491,"Seo Young-joo (born February 16, 1998) is a South Korean actor. He won Best Actor at the Tokyo International Film Festival and Cinemanila International Film Festival for his performance in Juvenile Of",Seo Young-joo
Q74548,"Christopher Grant ""Chris"" Wood (born 7 December 1991) is a New Zealand professional footballer who plays for English club Leicester City as a striker.

Wood was born in Auckland and started his senior","Chris Wood (footballer, born 1991)"
Q7459896,"Sha Zhengwen (; born 1990) is a Chinese team handball player. She plays on the Chinese national team, and participated at the 2011 World Women's Handball Championship in Brazil.

References

Category:",Sha Zhengwen
Q7461080,"Shafqat Rasool (born 10 December 1988)biography Asian Games website. Retrieved 29 November 2010. is a Pakistani field hockey player.

Career
2010
Rasool took part in the 2010 Commonwealth Games in New",Shafqat Rasool
Q746616,"Craig Lee Brackins (born October 9, 1987) is an American professional basketball player who currently plays for Eskişehir Basket of the Turkish Basketball League.

He played collegiately for the Iowa ",Craig Brackins
Q746914,"Matthew Ryan ""Matt"" Kemp (born September 23, 1984) is an American professional baseballoutfielder for the San Diego Padres of Major League Baseball (MLB). He made his MLB debut with the Los Angeles Do",Matt Kemp
Q748511,"Khano Smith (born 10 January 1981 in Paget) is a Bermudian footballer who currently plays for Real Boston Rams in the USL Premier Development League.

Career

College and Amateur
Smith played college ",Khano Smith
Q748596,"Sergei Sergeevich Bubka (; born February 10, 1987) is a Ukrainian professional tennis player. He is a member of the Ukraine Davis Cup team and is coached by Tibor Toth, who is also the coach of Sergiy",Sergei Bubka (tennis)
Q7487355,"Sham Kwok Fai (; born 30 May 1984 in Hong Kong) is a Hong Kong international footballer currently playing for Citizen AA in Hong Kong First Division League.

He is the elder brother of Sham Kwok Keung",Sham Kwok Fai
Q7487357,"Sham Kwok Keung (, born 10 September 1985 in Hong Kong) is a Hong Kong international footballer that plays striker for Hong Kong and Citizen. On 17 August 2006, Sham scored two goals in a draw against",Sham Kwok Keung
Q748926,"Riya Sen (born Riya Dev Varma; 24 January 1981) is an Indian film actress and model. Riya, who comes from a family of actors including her grandmother Suchitra Sen, mother Moon Moon Sen and sister Rai",Riya Sen
Q749009,"Matias Ezequiel Mantilla (born 14 February 1981) is an Argentine footballer who plays for Independiente Rivadavia as a defender.

Mantilla started his career in 2000 with Argentinos Juniors in the Pri",Matias Mantilla
Q7490143,"Sharon Lee 李昊嘉 (born 21 April 1988 in Hong Kong) is a Hong Kong singer.

Biography
Sharon Lee was a contestant in the first season of 第一屆《亞洲星光大道》 Asian Millionstar, and first gained publicity after pe",Sharon Lee (singer)
Q7491335,"Shawn Dou (; born December 15, 1988) is a Chinese-Canadian actor. He won recognition soon after Zhang Yimou's movie The Love of the Hawthorn Tree in 2010 and received numerous awards with co-star Zhou",Shawn Dou
Q7491641,"Shay Spitz (born January 27, 1988) is a Hong Kong-born New Zealander footballer who currently plays for Hong Kong Rangers FC in the Hong Kong Premier League. Spitz also holds United States citizenship",Shay Spitz
Q749473,"Oleksiy Pryhorov (; born June 25, 1987 in Kharkiv ПРИГОРОВ: «У новорічну ніч шампанського не питиму», sport.ua (December 25, 2009)) is a Ukrainian diver who won the bronze medal in the 3 m spring sync",Oleksiy Pryhorov
Q7495298,"Not to be confused with Sheren Tang.

Shermon Tang Sheung Man () is a Hong Kong television actress. Shermon was awarded the ""Miss Photogenic"" award at the 2005 Miss Hong Kong pageant, launching her ca",Shermon Tang
Q7495399,"Not to be confused with Sherry Chen (disambiguation).

Sherry Chen (born June 21, 1983 in Harbin City, China ) is a Chinese Canadian actress based in Hong Kong. She was the winner of the Miss Chinese ",Sherry Chen (actress)
Q7495898,"Shi Hongjun (Chinese:石鸿俊; Pinyin: Shí Hóngjùn; born 4 October 1991) is a Chinese footballer who currently plays for Meizhou Kejia in the China League Two.

Club career
Shi Hongjun was summoned to Guan",Shi Hongjun
Q7495920,"Shi Tengfei (born 5 October 1988) is a Chinese swimmer. He is competing for China at the 2012 Summer Olympics.London 2012

References

Category:Swimmers from Beijing
Category:Swimmers at the 2012 Summ",Shi Tengfei
Q7495923,"Shi Wancheng (; born on August 13, 1990 in Harbin, China) is a Chinese snowboarder.

2010 Winter Olympics
He competed at the 2010 Winter Olympics in the Halfpipe.olympic.cn

References

Category:Olymp",Shi Wancheng
Q7495931,"Shi Xiaotian (Chinese: 石笑天; Pinyin: Shí Xiàotiān; born 6 March 1990) is a Chinese football player who currently plays for Liaoning Whowin in the Chinese Super League.

Club career
Shi joined Changsha ",Shi Xiaotian
Q7496475,", is a Japanese actress and model. Her agency is Stardust Promotion.

 TV 
  Aikurushii -  (2005)
  Be with You -　 (2005)
  One Night R&R (ワンナイR&R) - (2005 - 2006)
  1 Litre no Namida -  (2006)
  Kiny",Shiho (actress)
Q7497218,"Shin Sae-Bom (Hangul: 신새봄) (born February 28, 1992) is a South Korean short track speed skater.

External links
Profile from ISU official website

Category:1992 births
Category:Living people
Category:",Shin Sae-bom
Q7497232,"Shin Won-ho (신원호) is a South Korean idol, actor, and singer, who is best known for his role as Kang Kyung-joon in KBS Big.http://tvdaily.mk.co.kr/read.php3?aid=1340142942344858002http://www.stardailyn",Shin Won-ho
Q7497885," is a Japanese actress known for her role as Luna Iwashimizu/Akiba Blue in the 2013 Super Sentai parody series Unofficial Sentai Akibaranger: Season Two. She is affiliated with Stardust Promotion.

Fi",Shione Sawada
Q7499710," is a Japanese freestyle swimmer.

Major achievements
2005 World Championships 
200m freestyle 17th (1:49.42)
400m freestyle 14th (3:50.17)
800m freestyle 13th (7:58.00)
4×200m freestyle relay 5th　(7:",Sho Uchida
Q7500181,"Shokir Muminov (born February 17, 1983) is an Uzbek judoka. 

He won a bronze medal at the lightweight (73 kg) category of the 2006 Asian Games, defeating Aidar Kabimollayev of Kazakhstan at the bronz",Shokir Muminov
Q7506159," is a Japanese gravure idol and race queen. In addition, she has released several music CDs, mostly containing cover versions.

 Works 
 DVDs 
 [2003.03.25] Strawberry
 [2004.07.23] Lolita Race Queen
",Shōko Hamada
Q750809,"Zuzana Smatanová (born June 14, 1984 Súľov-Hradná, Slovakia) is a Slovak pop-rock singer. She sings in Slovak and in English, writing her own lyrics and music. She plays the piano, the flute and the g",Zuzana Smatanová
Q7509499,"Sidraílson da Mata Ribeiro, commonly known as Sidraílson, (born 26 February 1982 in João Alfredo, Pernambuco) is a Brazilian football player who currently plays for Juazeirense. 

He plays as a defend",Sidraílson
Q7519593,"Simon Edward Pulsifer (born September 11, 1981 in Halifax, Nova Scotia, Canada) is a contributor to the English-language Wikipedia whose prolific participation made him a ""minor media celebrity"".

Wik",Simon Pulsifer
Q752409,"Asumi Kugo (born June 12, 1990) is a female badminton player from Japan who competed at 2012 Japan Super Series.BWF Tournament

 References 

Category:Japanese badminton players
Category:Living people",Asumi Kugo
Q7530085,"Sire Ma (born 31 July 1987) is a Chinese actress based in Hong Kong. She was the 2nd runner up at the Miss Hong Kong Pageant 2008, simultaneously winning the Miss Photogenic Award. She later went to p",Sire Ma
Q7530440,"Sirivimon Pramongkhol (Thai: สิริวิมล ประมงคล; born 29 November 1994 in Chonburi, Thailand) is a Thai weighlifter.London2012.com She competed at the 2012 Summer Olympics in the Women's 48 kg, finishin",Sirivimon Pramongkhol
Q7545,,Kat Walsh
Q7549578,"So Wa Wai (; born October 6, 1981) is an athlete from Hong Kong who has competed in the Paralympic Games on four occasions, winning 11 medals.

 Early life 

So was born with jaundice which affected b",So Wa Wai
Q755567,"Matthew Lee ""Matty"" James (born 22 July 1991) is an English footballer who plays for Leicester City. His regular position is in midfield, but he can play in defence when required. James began his care",Matty James
Q7560973,"Song Boxuan (; born 16 September 1989) is a Chinese footballer who currently plays for Beijing Guoan in the Chinese Super League.

Club career
Beginning his football career at third tier side Tianjin ",Song Boxuan
Q7560986,"Song Donglun (born 1991) is a Chinese female water polo player.London2012.com At the 2012 Summer Olympics, she competed for the China women's national water polo team in the women's event. She is 5 ft",Song Donglun
Q7561016,"Song Kyung-Taek (Hangul: 송경택, Hanja: 宋炅澤) (born July 10, 1983) is a South Korean short track speed skater. He won four gold medals at the World Championships but has not participated in any Olympics y",Song Kyung-taek
Q7561038,"Song Qingling (born 3 January 1986) is a field hockey player from China. She won a silver medal with the national women's hockey team at the 2008 Summer Olympics in Beijing.

References
The Official W",Song Qingling (field hockey)
Q7562632,Soo Wincci () is a Malaysian television personality and former beauty queen. She was Miss World Malaysia and represented Malaysia in the Miss World 2008 beauty pageant.  She is also a doctorate studen,Soo Wincci
Q7563813,"Sos Suhana (born April 4, 1992 in Cambodia) is a footballer for Phnom Penh Crown in the Cambodian League. He plays as a Midfielder.

Honours

Club
Phnom Penh Crown
Cambodian League: 2014

External lin",Sos Suhana
Q756547,"Reece Brown (born 1 November 1991) is an English footballer who plays as a defender for Barnsley. He began his career with Manchester United, and has played on loan at Bradford City, Doncaster Rovers,",Reece Brown
Q75820,"Nico Erik Rosberg (born 27 June 1985) is a German racing driver for the Mercedes Formula One team. He races under the German flag in Formula One, and has also briefly competed for Finland very early i",Nico Rosberg
Q75857,"Nuri Şahin (, born 5 September 1988) is a Turkish footballer who plays as a midfielder for the German Bundesliga club Borussia Dortmund and the Turkey national football team. Şahin began his career at",Nuri Şahin
Q75862,"Claudia Ciesla (born February 12, 1987) is a Polish-German model and actress.The only thing real about Claudia are her boobsI am not a reincarnation of Lord Ganesha, says Claudia CieslaGerman actor Su",Claudia Ciesla
Q758990,"奥德丽·方丹（，），法國女子羽毛球運動員。

簡歷
2013年8月，奥德丽·方丹參加中國廣州舉行的世界羽毛球錦標賽，與埃米莉·拉菲尔出戰女子雙打項目，在首圈就以0比2（12-21、14-21）負於馬來西亞的阿米莉亚·艾丽西娅·安瑟利/宋佩珠出局。

主要比賽成績
只列出曾進入準決賽的國際賽事成績：
{| class=wikitable style=""text-align:center; font-",奥德丽·方丹
